sample_id,smiles,pic50,num_atoms,logp
bigsmiles_activity_00020,COc1ccc(-c2nc3[nH]cc(Cl)c(NC4CCN(C)CC4)c-3n2)cc1,4.83,26,3.744600000000003
bigsmiles_activity_00021,C#Cc1ccc(-c2nc(-c3cc[nH]c(=O)c3)c(-c3ccc(F)cc3)[nH]2)cc1,4.84,27,4.219400000000002
bigsmiles_activity_00022,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCNC4)c-3n2)cc1,4.86,25,3.259900000000001
bigsmiles_activity_00023,NCCn1c(-c2ccncc2)nc2cc(C(N)=O)ccc21,4.87,21,1.1558999999999993
bigsmiles_activity_00024,COc1ccc(F)c(-c2nc3[nH]cc(Cl)c(NCC4CCNCC4)c-3n2)c1,4.88,27,3.789100000000002
bigsmiles_activity_00025,NC(=O)c1cnc(NC2CCC(N)CC2)c2nc(-c3ccc(Cl)cc3)cn12,4.89,27,2.830400000000001
bigsmiles_activity_00026,CCCCN(C)c1ncc(NS(=O)(=O)c2ccccc2C)cc1C(=O)O,4.91,26,3.125320000000001
bigsmiles_activity_00027,CC(O)Cn1c(C2CCC(O)CC2)nc2cc(C(N)=O)ccc21,4.92,23,1.5345
bigsmiles_activity_00028,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCNCC4)c-3n2)c(F)c1,4.93,27,3.789100000000002
bigsmiles_activity_00029,FC(F)(F)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,4.94,22,4.436600000000002
bigsmiles_activity_00030,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(OCCNc2ccnc(F)c2)c1,4.96,31,3.191200000000001
bigsmiles_activity_00031,O=C1Nc2ccc3c(oc4ccccc43)c2C1=NNc1ccncc1,4.96,25,3.7493000000000007
bigsmiles_activity_00032,O=C1c2oc(-c3ccc(Cl)cc3)cc2Cc2cc(N3CCNCC3)ccc2N1Cc1ccccc1-c1cccnc1,4.96,41,6.822800000000006
bigsmiles_activity_00033,COc1ccc(-c2nc3[nH]cc(C(N)=O)c(NCC4CCN(C)CC4)c-3n2)cc1,4.99,29,2.4377000000000004
bigsmiles_activity_00034,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OC2CN(c3ccnc(F)c3)C2)c1,5.0,35,3.449200000000001
bigsmiles_activity_00035,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCN(C)CC4)c-3n2)cc1OC,5.0,29,4.000800000000003
bigsmiles_activity_00036,COc1ccc(-c2nc3[nH]cc(Cl)c(OCC4CCNCC4)c-3n2)cc1,5.0,26,3.616900000000002
bigsmiles_activity_00037,C=Cc1nc(NC(=O)Nc2ccc(N3CCNCC3)cc2)nn1C(=C)c1ccc(S(C)(=O)=O)cc1,5.0,35,2.8972000000000016
bigsmiles_activity_00038,COc1ccccc1Nc1nc2c(-c3ccc(C(F)(F)F)cc3)cccn2n1,5.0,28,5.167300000000003
bigsmiles_activity_00039,COc1ccccc1Nc1nc2c(-c3ccccc3)cccn2n1,5.0,24,4.148500000000003
bigsmiles_activity_00040,CNC(=O)c1cccc(-c2cccn3nc(Nc4ccccc4OC)nc23)c1,5.0,28,3.5081000000000016
bigsmiles_activity_00041,CNC(=O)c1ccc(-c2cccn3nc(Nc4ccccc4OC)nc23)cc1,5.0,28,3.5081000000000016
bigsmiles_activity_00042,CS(=O)(=O)c1ccc(-c2ccc3nc(Nc4ccc(N5CCOCC5)cc4)nn3c2)cc1,5.0,32,3.3800000000000017
bigsmiles_activity_00043,CS(=O)(=O)c1ccccc1Nc1nc2c(Nc3ccccc3S(C)(=O)=O)cccn2n1,5.0,31,3.023500000000001
bigsmiles_activity_00044,c1ccc(-c2cccc3nc(Nc4ccc(OCCN5CCCC5)cc4)nn23)cc1,5.0,30,4.614500000000003
bigsmiles_activity_00045,CN1CCN(c2nc3c(NCc4cccc([N+](=O)[O-])c4)cccn3n2)CC1,5.0,27,2.0013999999999994
bigsmiles_activity_00046,O=[N+]([O-])c1cccc(CNc2cccn3nc(N4CCOCC4)nc23)c1,5.0,26,2.0862
bigsmiles_activity_00047,NC1CCN(c2nc3c(NCc4cccnc4)cccn3n2)CC1,5.0,24,1.663899999999999
bigsmiles_activity_00048,c1cncc(CNc2cccn3nc(NCCN4CCOCC4)nc23)c1,5.0,26,1.4804999999999997
bigsmiles_activity_00049,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(C(F)(F)F)cn4n3)c2)CC1,5.0,37,4.314000000000004
bigsmiles_activity_00050,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(C(F)(F)F)cn4n3)cc2)CC1,5.0,37,4.314000000000003
bigsmiles_activity_00051,c1ccc2c(c1)CCCN2c1nc2cccc(N3CCCc4ccccc43)n2n1,5.0,29,4.897900000000004
bigsmiles_activity_00052,COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCNCC4)nn12,5.0,30,3.9745000000000017
bigsmiles_activity_00053,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3cccc(C4CCN(C(=O)OC(C)(C)C)CC4)c3)nc12,5.0,41,7.281800000000007
bigsmiles_activity_00054,CC(=O)Nc1ccc(Sc2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)cc1,5.0,40,6.697000000000005
bigsmiles_activity_00055,COc1ccc(CNc2cccn3nc(Nc4cccc(N5CCN(C)CC5)c4)nc23)cc1,5.0,33,3.8454000000000024
bigsmiles_activity_00056,COc1cccc(CNc2cccn3nc(Nc4ccc(OC)nc4)nc23)c1,5.0,28,3.497200000000001
bigsmiles_activity_00057,CS(=O)(=O)c1ccc(-c2cccn3nc(NCCc4ccccn4)nc23)cc1,5.0,28,2.849400000000001
bigsmiles_activity_00058,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1ccc(OCCNc2ccnc(F)c2)cc1,5.01,34,3.672500000000001
bigsmiles_activity_00059,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCN(C)CC4)c-3n2)cc1,5.02,27,3.992200000000003
bigsmiles_activity_00060,COc1cccc(NC(=O)c2cnc(N3CCN(c4ccccc4OC)CC3)c([N+](=O)[O-])c2)c1,5.02,34,3.5859000000000023
bigsmiles_activity_00061,O=c1[nH]c(CSc2nnc(NCC3CCCO3)s2)nc2sc(-c3ccccc3)cc12,5.05,30,4.386300000000003
bigsmiles_activity_00062,COc1cccc(NC(=O)c2cnc(Nc3cccc(OC)c3)c([N+](=O)[O-])c2)c1,5.07,29,4.002900000000002
bigsmiles_activity_00063,CC(=O)Nc1ccc(-c2ccnc(NCCCNC(=O)c3c(Cl)cccc3Cl)n2)cc1,5.09,31,4.640800000000003
bigsmiles_activity_00064,c1ccc2c(c1)CCCC2Nc1ccnc(-n2cnc3ccncc32)n1,5.14,26,3.700000000000001
bigsmiles_activity_00065,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)CC2CC2)C1,5.14,23,1.2060999999999995
bigsmiles_activity_00066,O=C(O)Cc1cnc(Nc2[nH]nc3ccc(-c4ncccc4Cl)cc23)s1,5.15,26,4.105500000000001
bigsmiles_activity_00067,CC1CC(C)CN(c2ccc(Nc3ncc(C(F)(F)F)c(-c4cc5ccc(C#N)cc5o4)n3)cc2)C1,5.15,36,7.006180000000006
bigsmiles_activity_00068,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2c(F)cccc21,5.16,30,2.969500000000002
bigsmiles_activity_00069,Nc1ncc(-c2cnn(CC(=O)N3CCOCC3)c2)c2scc(-c3ccc(Oc4ccccc4)cc3)c12,5.16,37,5.060100000000005
bigsmiles_activity_00070,Cc1ccccc1S(=O)(=O)Nc1cnc(N2CCCCC2)c(C(=O)O)c1,5.16,26,2.8793200000000008
bigsmiles_activity_00071,Fc1cccc(C2CCCN2c2ccc3ncc(-c4ccccn4)n3n2)c1,5.17,27,4.271900000000003
bigsmiles_activity_00072,O=c1cc(-c2nc(C3CCNCC3)[nH]c2-c2ccc(F)cc2)cc[nH]1,5.18,25,3.038100000000001
bigsmiles_activity_00073,O=C(Nc1nc2cccc(-c3ccc(CN4CCCCC4)cc3)n2n1)C1CC1,5.19,28,3.7307000000000032
bigsmiles_activity_00074,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc3)nc12,5.19,41,7.281800000000007
bigsmiles_activity_00075,CN1CCN(c2cncc(Nc3nc4c(NCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)n2)CC1,5.19,37,2.0225999999999997
bigsmiles_activity_00076,CS(=O)(=O)c1ccc(-c2cccn3nc(NCc4ccccn4)nc23)cc1,5.19,27,2.8069000000000015
bigsmiles_activity_00077,CC(=O)Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)cc1,5.19,30,3.8213000000000026
bigsmiles_activity_00078,O=C1NN(c2ccccc2)C(=O)C1=Cc1ccc(-c2ccccc2Cl)o1,5.22,26,4.061400000000003
bigsmiles_activity_00079,Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,5.22,19,3.7262200000000023
bigsmiles_activity_00080,CC(C)c1ccc(-c2nc3cc(C(N)=O)ccc3n2CCN)cc1,5.23,24,2.8843000000000005
bigsmiles_activity_00081,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1,5.24,18,3.4178000000000015
bigsmiles_activity_00082,Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)c(Cl)c1,5.25,25,5.103800000000002
bigsmiles_activity_00083,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)c2cccc(C(C)(C)O)c2)C1,5.25,29,2.0826
bigsmiles_activity_00084,OC1CCN(c2cc(-c3cnc4ccc(N5CCCC5c5cccc(F)c5)nn34)ccn2)CC1,5.25,34,4.233000000000003
bigsmiles_activity_00085,CN1CCN(Cc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)CC1,5.29,29,2.4922000000000004
bigsmiles_activity_00086,Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1Br,5.3,25,5.212900000000003
bigsmiles_activity_00087,CN(C)c1cccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)c1,5.3,26,2.6366000000000005
bigsmiles_activity_00088,COc1ccc(-c2nc3[nH]cc(Br)c(NCC4CCN(C)CC4)c-3n2)cc1,5.32,27,4.101300000000003
bigsmiles_activity_00089,NCCn1c(-c2ccc(C(F)(F)F)cc2)nc2cc(C(N)=O)ccc21,5.32,25,2.7797
bigsmiles_activity_00090,NCCn1c(-c2cccnc2N)nc2cc(C(N)=O)ccc21,5.33,22,0.7381000000000004
bigsmiles_activity_00091,N#Cc1ccc(-c2cnc3ccc(NCc4ccccc4)nn23)cc1,5.33,25,3.8800800000000013
bigsmiles_activity_00092,CN(C(=O)NC1CCCN(S(C)(=O)=O)C1)c1cnc2[nH]ccc2n1,5.36,24,0.5277000000000003
bigsmiles_activity_00093,CCOP(=O)(CCn1cc(-c2ccc(-c3nc(-c4cc[nH]c(=O)c4)c(-c4ccc(F)cc4)[nH]3)cc2)nn1)OCC,5.38,40,5.762700000000006
bigsmiles_activity_00094,NCCn1c(C2CCCCC2)nc2cc(C(N)=O)ccc21,5.39,21,2.1415999999999995
bigsmiles_activity_00095,CNCCn1c(C2CCC(O)CC2)nc2cc(C(N)=O)ccc21,5.41,23,1.3730999999999995
bigsmiles_activity_00096,CC(C)N1CCC(S(=O)(=O)CC2CC(N(C)c3[nH]cnc4nccc3-4)C2)C1,5.42,27,2.0218
bigsmiles_activity_00097,O=C1NC(=O)C(c2cn(CCCn3ccnc3)c3ccccc23)=C1Nc1ccccc1,5.42,31,3.407700000000001
bigsmiles_activity_00098,O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1ncc(Cc2ccc(F)c(F)c2)s1,5.43,30,3.8199000000000023
bigsmiles_activity_00099,O=C(O)c1cc(-c2nc(-c3cc[nH]c(=O)c3)c(-c3ccc(F)cc3)[nH]2)ccc1O,5.43,29,3.641900000000001
bigsmiles_activity_00100,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOCC1,5.47,26,1.9491
bigsmiles_activity_00101,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)N2CCC(C#N)C2)C1,5.47,26,0.5565799999999999
bigsmiles_activity_00102,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOCC1,5.49,25,1.81
bigsmiles_activity_00103,NC(=O)c1ccc2c(c1)nc(C1CCC(O)CC1)n2CCO,5.5,22,1.146
bigsmiles_activity_00104,NCCn1c(C2CCNCC2)nc2cc(C(N)=O)ccc21,5.5,21,0.5608999999999998
bigsmiles_activity_00105,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,5.5,21,1.8197999999999999
bigsmiles_activity_00106,CNCCn1c(C2CCNCC2)nc2cc(C(N)=O)ccc21,5.51,22,0.8215999999999994
bigsmiles_activity_00107,Cc1ccc(OCC(C)C)c(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c1,5.51,33,5.171320000000004
bigsmiles_activity_00108,Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)N(C)C,5.51,25,3.384520000000002
bigsmiles_activity_00109,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc2ncnc-2c(Nc2ccc(C(=O)N3CCOCC3)cc2)[nH]1,5.51,44,6.0457200000000055
bigsmiles_activity_00110,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCCNC4)c-3n2)cc1,5.52,26,3.650000000000002
bigsmiles_activity_00111,c1cc(-c2ccncc2)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nn2c1,5.52,30,4.009500000000002
bigsmiles_activity_00112,COc1ccccc1Nc1nc2c(-c3cccc(C(F)(F)F)c3)cccn2n1,5.52,28,5.167300000000003
bigsmiles_activity_00113,COc1cc(N2CCN(C)CC2)ccc1Nc1nc2c(NCc3cccnc3N(C)S(C)(=O)=O)cccn2n1,5.52,39,2.6362000000000005
bigsmiles_activity_00114,Cc1nn(C)c(C)c1Nc1nc2c(-c3ccc(S(C)(=O)=O)cc3)cccn2n1,5.52,28,2.893740000000001
bigsmiles_activity_00115,CS(=O)(=O)c1ccc(Oc2cccn3nc(Nc4cnn(CCN5CCCC5)c4)nc23)cc1,5.52,33,2.961000000000001
bigsmiles_activity_00116,Oc1cccn2nc(Nc3ccc(C(F)(F)F)cc3)nc12,5.52,21,3.197300000000001
bigsmiles_activity_00117,COc1ccc(C(F)(F)F)cc1Nc1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,5.52,36,4.995700000000004
bigsmiles_activity_00118,CC(C)COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,5.52,42,5.682300000000006
bigsmiles_activity_00119,COc1ccc(CNc2cccn3nc(Nc4ccc(N5CCN(C)CC5)cc4)nc23)cc1,5.52,33,3.8454000000000033
bigsmiles_activity_00120,COc1cccc(CNc2cccn3nc(Nc4cccc(N5CCN(C)CC5)c4)nc23)c1,5.52,33,3.8454000000000033
bigsmiles_activity_00121,CN1CCN(c2ccc(Nc3nc4ccc(-c5ccc(S(C)(=O)=O)cc5)cn4n3)cc2)CC1,5.53,33,3.295200000000002
bigsmiles_activity_00122,CN(C)Cc1ccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)cc1,5.54,36,3.866200000000002
bigsmiles_activity_00123,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCNCC4)c-3n2)c(C)c1,5.54,27,3.958420000000002
bigsmiles_activity_00124,NCCc1nc2cc(C(N)=O)ccc2n1CCN,5.54,18,-0.4048999999999993
bigsmiles_activity_00125,CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21,5.54,42,4.155120000000003
bigsmiles_activity_00126,Cc1ccc(Cl)cc1-c1cn(-c2ncnn3cccc23)cc1C(N)=O,5.54,25,3.247720000000001
bigsmiles_activity_00127,COc1ccc(-c2cccn3nc(N)nc23)cn1,5.54,18,1.3820999999999997
bigsmiles_activity_00128,NCCn1c(-c2ccccc2)nc2cc(C(N)=O)ccc21,5.55,21,1.7609
bigsmiles_activity_00129,Cc1ccc(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c(OCC(C)C)c1,5.55,33,5.171320000000004
bigsmiles_activity_00130,CN1CCC(CNc2c(Cl)c[nH]c3nc(-c4ccc(S(C)(=O)=O)cc4)nc2-3)CC1,5.56,29,3.387100000000002
bigsmiles_activity_00131,CS(=O)(=O)c1ccc(-c2cccn3nc(NCc4cccnc4)nc23)cc1,5.56,27,2.8069000000000006
bigsmiles_activity_00132,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCN(C)CC4)c-3n2)c(C)c1,5.57,28,4.300620000000004
bigsmiles_activity_00133,NCCn1c(Cc2ccccc2)nc2cc(C(N)=O)ccc21,5.57,22,1.6846999999999996
bigsmiles_activity_00134,O=C(O)CN1CCN(c2cc(-c3cnc4ccc(N5CCCC5c5cccc(F)c5)nn34)ccn2)CC1,5.57,37,3.478500000000002
bigsmiles_activity_00135,CC(=O)Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2C(F)(F)F)cc1,5.57,33,4.701000000000003
bigsmiles_activity_00136,N#Cc1ccc(-c2nc3cc(C(N)=O)ccc3n2CCN)cc1,5.58,23,1.63258
bigsmiles_activity_00137,Cc1ccc(-c2nc3cc(C(N)=O)ccc3n2CCN)cc1,5.58,22,2.0693200000000003
bigsmiles_activity_00138,Cc1cccn2nc(Nc3ccc(S(C)(=O)=O)cc3)nc12,5.58,21,2.18482
bigsmiles_activity_00139,NCCn1c(-c2ccc(O)cc2O)nc2cc(C(N)=O)ccc21,5.6,23,1.1721
bigsmiles_activity_00140,CN1CCN(c2cccc(Nc3nc4c(-c5ccccc5S(C)(=O)=O)cccn4n3)c2)CC1,5.6,33,3.295200000000002
bigsmiles_activity_00141,Nc1nc(Nc2cccc(S(N)(=O)=O)c2)nn1C(=O)c1c(F)cccc1F,5.6,27,1.218
bigsmiles_activity_00142,CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,5.6,26,2.6366000000000005
bigsmiles_activity_00143,c1nc(-c2cn(CC3CO3)nn2)c2cc[nH]c2n1,5.61,18,0.6151999999999997
bigsmiles_activity_00144,Cc1ccccc1Oc1cnc2[nH]cc(C(=O)NC(C)C)c2n1,5.63,23,3.1968200000000007
bigsmiles_activity_00145,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCNCC4)c-3n2)cc1OC,5.64,28,3.6586000000000016
bigsmiles_activity_00146,NCCCn1c(CCN)nc2cc(C(N)=O)ccc21,5.66,19,-0.014799999999999591
bigsmiles_activity_00147,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OCCNc2ccnc(F)c2)c1,5.67,34,3.672500000000001
bigsmiles_activity_00148,CC(C)(C)OC(=O)N1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,5.67,39,5.797100000000005
bigsmiles_activity_00149,COc1ccccc1-c1cccn2nc(N)nc12,5.67,18,1.9870999999999994
bigsmiles_activity_00150,CS(=O)(=O)c1cccc(-c2cccn3nc(N)nc23)c1,5.67,20,1.3820000000000001
bigsmiles_activity_00151,Nc1nc(Nc2ccc(C(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,5.68,26,2.2688000000000006
bigsmiles_activity_00152,Cc1cccc(Nc2nc3cccc(-c4cccc(C(C)C)c4)n3n2)c1,5.7,26,5.5717200000000044
bigsmiles_activity_00153,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)C2CC(C)(CC#N)C2)C1,5.7,27,1.8784799999999997
bigsmiles_activity_00154,CS(=O)(=O)c1ccc(-c2cccn3nc(NCCc4cccnc4)nc23)cc1,5.7,28,2.849400000000001
bigsmiles_activity_00155,NC1CCCCC1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3c(Cl)c[nH]c23)n1,5.74,30,3.8782000000000014
bigsmiles_activity_00156,O=c1[nH]c2cnc(-n3cnc4cc(C(F)(F)F)ccc43)nc2n1C1CCOCC1,5.75,29,2.828800000000001
bigsmiles_activity_00157,CC(C)COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,5.75,32,4.862900000000003
bigsmiles_activity_00158,O=C(Nc1nc2cccc(-c3ccc(N4CCOCC4)cc3)n2n1)C1CC1,5.75,27,2.5814000000000004
bigsmiles_activity_00159,CN(c1ccnc2[nH]ccc12)C1CCCCC1,5.75,17,3.331800000000002
bigsmiles_activity_00160,NC(=O)c1cnc(NC2CCCCC2N)nc1Nc1cccc(-n2nccn2)c1,5.76,29,1.5815999999999988
bigsmiles_activity_00161,O=C1CCC=CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)N1,5.77,28,4.554500000000003
bigsmiles_activity_00162,Cc1ccccc1-n1cc(-c2ccn(C)n2)c2n[nH]c(N)c2c1=O,5.77,24,2.0049199999999994
bigsmiles_activity_00163,CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C)c4n3)cc21,5.77,29,3.011800000000002
bigsmiles_activity_00164,Cc1ccc(-n2cc(-c3cccn4nc(Nc5ccc(C6CCN(C(=O)OC(C)(C)C)CC6)cc5)nc34)cn2)cc1,5.77,41,6.748520000000006
bigsmiles_activity_00165,CN1CCN(c2cccc(Nc3nc4c(Oc5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,5.78,34,3.4205000000000023
bigsmiles_activity_00166,Cn1cc(C2=C(Nc3cccc(OCCNc4ccnc(F)c4)c3)C(=O)NC2=O)c2ccccc21,5.79,35,3.682900000000002
bigsmiles_activity_00167,NCCCc1nc2cc(C(N)=O)ccc2n1CCN,5.8,19,-0.014799999999999591
bigsmiles_activity_00168,NCCn1c(-c2cncnc2)nc2cc(C(N)=O)ccc21,5.8,21,0.5508999999999992
bigsmiles_activity_00169,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5c(Cl)cccc5Cl)c4n3)c2c1,5.81,30,3.6852800000000014
bigsmiles_activity_00170,CCn1c(-c2ccnc(N)n2)cc(C(N)=O)c1-c1cc(Cl)ccc1C,5.81,25,3.2749200000000016
bigsmiles_activity_00171,CN1CCN(c2ccc(NC(=O)Nc3nc4cccc(-c5ccc(S(C)(=O)=O)cc5)n4n3)cc2)CC1,5.82,36,3.1956000000000016
bigsmiles_activity_00172,Cn1cc2c(Nc3nc(NC4CCOCC4N)cc4cc[nH]c(=O)c34)cccc2n1,5.82,30,2.0814999999999992
bigsmiles_activity_00173,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1cccc(OC2CCN(c3ccnc(F)c3)C2)c1,5.83,36,3.8393000000000024
bigsmiles_activity_00174,COc1cnc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)cn1,5.83,37,5.053000000000004
bigsmiles_activity_00175,O=C(CCCCCCCC(=O)N1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,5.83,40,5.790600000000004
bigsmiles_activity_00176,COc1ccc(-c2nc3[nH]cc(Cl)c(NCC4CCNCC4)c-3n2)cc1,5.84,26,3.650000000000002
bigsmiles_activity_00177,CN1CCN(c2cccc(Nc3nc4c(NCc5ccc(F)cc5)cccn4n3)c2)CC1,5.84,32,3.975900000000002
bigsmiles_activity_00178,CC1CCN(Cc2cccc(F)c2F)CC1N(C)c1[nH]cnc2nccc1-2,5.84,27,3.534500000000002
bigsmiles_activity_00179,Nc1[nH]nc2ccn(-c3ccccc3Cl)c(=O)c12,5.85,18,1.9493999999999998
bigsmiles_activity_00180,Cc1ccnc(Nc2nc3cccc(-c4cccc(C(C)C)c4)n3n2)c1,5.85,26,4.966720000000004
bigsmiles_activity_00181,CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)C2CC(CC#N)C2)C1,5.85,26,1.4883799999999998
bigsmiles_activity_00182,COc1cc(C(F)F)ccc1-c1cccn2nc(Nc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc3)nc12,5.85,40,7.200600000000008
bigsmiles_activity_00183,Nc1nc2c(-c3ccncc3)cccn2n1,5.85,16,1.3734999999999997
bigsmiles_activity_00184,CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C(=O)N5CC(C#N)C5)c4n3)cc21,5.87,36,1.9738799999999994
